Event Time UTC;Event Time;Home Team;Away Team;1st Quarter;2nd Quarter;3rd Quarter;4th Quarter;Overtime Home;1st Quarter Away;2nd Quarter Away;3rd Quarter Away;4th Quarter Away;Overtime Away;MatchId;Country;Competition
1680109200;29.03.2023-19:00;Crvena zvezda;Valencia;20;26;23;23;;21;20;21;11;;g_3_EZKZhi4b;europe;euroleague
1680105600;29.03.2023-18:00;Zalgiris Kaunas;Monaco;28;20;17;14;;19;22;12;17;;g_3_r9PwhBJ4;europe;euroleague
1680028200;28.03.2023-20:30;Baskonia;Alba Berlin;25;19;24;25;;24;24;19;20;;g_3_zqMVgXlh;europe;euroleague
1680028200;28.03.2023-20:30;Partizan;Barcelona;21;24;13;22;;25;19;22;23;;g_3_hKWQfDZo;europe;euroleague
1680024600;28.03.2023-19:30;Anadolu Efes;Olimpia Milano;22;25;21;21;;16;16;16;21;;g_3_O4hDyjZN;europe;euroleague
1680024600;28.03.2023-19:30;Panathinaikos;Bayern;21;27;23;15;;27;16;11;22;;g_3_2eiHzAlU;europe;euroleague
1680019200;28.03.2023-18:00;Maccabi Tel Aviv;Virtus Bologna;28;34;25;24;;13;20;20;27;;g_3_vHSMegKu;europe;euroleague
1679688000;24.03.2023-21:00;Olimpia Milano;Bayern;25;24;23;27;;8;28;18;20;;g_3_Auw8vhk5;europe;euroleague
1679684400;24.03.2023-20:00;Partizan;Olympiacos;27;21;12;30;;22;12;18;23;;g_3_42xCwC4B;europe;euroleague
1679680800;24.03.2023-19:00;Monaco;Valencia;22;26;23;19;;22;19;23;15;;g_3_dxZ3uYZb;europe;euroleague
1679680800;24.03.2023-19:00;Virtus Bologna;Real Madrid;12;21;25;21;;26;24;18;28;;g_3_rgyGxWJH;europe;euroleague
1679679900;24.03.2023-18:45;Fenerbahce;Zalgiris Kaunas;22;24;19;22;;16;19;20;24;;g_3_EDqatEKh;europe;euroleague
1679598000;23.03.2023-20:00;Alba Berlin;Anadolu Efes;24;25;19;27;;21;19;27;26;;g_3_4vfPnGsP;europe;euroleague
1679598000;23.03.2023-20:00;Lyon-Villeurbanne;Maccabi Tel Aviv;22;21;16;8;;22;24;22;17;;g_3_6mtirzjt;europe;euroleague
1679596200;23.03.2023-19:30;Panathinaikos;Barcelona;25;11;24;14;;22;21;25;20;;g_3_zNpesf5n;europe;euroleague
1679594400;23.03.2023-19:00;Crvena zvezda;Baskonia;21;18;18;17;;26;12;11;14;;g_3_06TrvOwP;europe;euroleague
1679418900;21.03.2023-18:15;Fenerbahce;Olimpia Milano;18;17;17;23;;23;14;24;21;;g_3_jw3ZAA7g;europe;euroleague
1679081400;17.03.2023-20:30;Barcelona;Crvena zvezda;18;22;17;28;;15;21;21;22;;g_3_bsXRs6v0;europe;euroleague
1679081400;17.03.2023-20:30;Bayern;Alba Berlin;14;23;21;17;;20;18;18;20;;g_3_f9Qztp9C;europe;euroleague
1678996800;16.03.2023-21:00;Lyon-Villeurbanne;Panathinaikos;26;17;19;20;;20;32;18;16;;g_3_GIRWtQg6;europe;euroleague
1678995900;16.03.2023-20:45;Real Madrid;Olimpia Milano;24;18;25;24;;23;17;26;21;;g_3_KjYNrnPg;europe;euroleague
1678995000;16.03.2023-20:30;Valencia;Fenerbahce;22;21;18;21;;21;21;18;20;;g_3_lWPvu4OI;europe;euroleague
1678993500;16.03.2023-20:05;Maccabi Tel Aviv;Baskonia;29;20;23;21;;23;22;20;14;;g_3_QTYJqS9m;europe;euroleague
1678989600;16.03.2023-19:00;Monaco;Virtus Bologna;21;20;22;18;;22;15;16;15;;g_3_WSGo2zQE;europe;euroleague
1678989600;16.03.2023-19:00;Zalgiris Kaunas;Olympiacos;17;17;15;23;;15;25;21;13;;g_3_CQUFp8fs;europe;euroleague
1678987800;16.03.2023-18:30;Anadolu Efes;Partizan;23;14;27;20;;11;28;24;34;;g_3_hxIs3GA8;europe;euroleague
1678815000;14.03.2023-18:30;Anadolu Efes;Real Madrid;18;24;35;13;;24;15;21;29;;g_3_URMJk0yo;europe;euroleague
1678476600;10.03.2023-20:30;Baskonia;Monaco;28;19;26;20;;23;29;22;28;;g_3_vLE0vXX7;europe;euroleague
1678474800;10.03.2023-20:00;Panathinaikos;Crvena zvezda;9;20;23;23;;17;25;13;11;;g_3_0UFduDI1;europe;euroleague
1678470300;10.03.2023-18:45;Fenerbahce;Barcelona;18;19;24;20;;30;10;16;17;;g_3_42MmsZmk;europe;euroleague
1678469400;10.03.2023-18:30;Anadolu Efes;Maccabi Tel Aviv;20;13;15;16;;33;21;14;18;;g_3_AuNqrFYr;europe;euroleague
1678391100;09.03.2023-20:45;Real Madrid;Valencia;24;25;22;24;;20;20;25;26;;g_3_8WzIneQR;europe;euroleague
1678390200;09.03.2023-20:30;Olimpia Milano;Partizan;13;17;19;27;;19;10;17;16;;g_3_jetDmyBL;europe;euroleague
1678388400;09.03.2023-20:00;Olympiacos;Bayern;26;29;26;21;;12;23;30;9;;g_3_C4s9lHeF;europe;euroleague
1678384800;09.03.2023-19:00;Zalgiris Kaunas;Lyon-Villeurbanne;16;31;18;20;;22;15;13;17;;g_3_Isr5kct9;europe;euroleague
1678381200;09.03.2023-18:00;Alba Berlin;Virtus Bologna;14;19;26;15;;22;27;28;19;;g_3_I5Qitg3e;europe;euroleague
1678305600;08.03.2023-21:00;Monaco;Panathinaikos;21;21;22;20;;17;19;21;13;;g_3_QB1ESZYe;europe;euroleague
1678303800;08.03.2023-20:30;Crvena zvezda;Anadolu Efes;20;29;19;26;;25;20;22;8;;g_3_420IRgl2;europe;euroleague
1678296600;08.03.2023-18:30;Maccabi Tel Aviv;Fenerbahce;17;26;18;17;;25;14;17;18;;g_3_67v1jwR2;europe;euroleague
1678219200;07.03.2023-21:00;Bayern;Lyon-Villeurbanne;21;17;15;23;;19;17;14;22;;g_3_b1HZZHtM;europe;euroleague
1678218300;07.03.2023-20:45;Real Madrid;Baskonia;22;21;22;16;;17;23;22;23;;g_3_dxcATFJk;europe;euroleague
1678217400;07.03.2023-20:30;Valencia;Olimpia Milano;21;21;13;29;;17;22;26;23;;g_3_C4LwZydS;europe;euroleague
1678217400;07.03.2023-20:30;Virtus Bologna;Partizan;26;21;16;16;;28;17;20;23;;g_3_Iob6Ue4q;europe;euroleague
1678215600;07.03.2023-20:00;Alba Berlin;Zalgiris Kaunas;14;13;18;18;;15;18;11;22;;g_3_QmJRyvC9;europe;euroleague
1678215600;07.03.2023-20:00;Olympiacos;Barcelona;11;18;21;27;;20;7;18;25;;g_3_4vIVzbRF;europe;euroleague
1677871800;03.03.2023-20:30;Baskonia;Valencia;27;30;24;33;;24;24;16;11;;g_3_px2UxKd3;europe;euroleague
1677871800;03.03.2023-20:30;Olimpia Milano;Olympiacos;20;15;26;22;;17;15;14;16;;g_3_hrFrFG4d;europe;euroleague
1677870000;03.03.2023-20:00;Lyon-Villeurbanne;Real Madrid;10;22;22;17;;20;27;16;12;;g_3_vuBvGdkj;europe;euroleague
1677865500;03.03.2023-18:45;Fenerbahce;Virtus Bologna;31;27;27;19;;14;15;23;20;;g_3_dGLZGxzp;europe;euroleague
1677787200;02.03.2023-21:00;Monaco;Maccabi Tel Aviv;30;9;19;28;;17;19;23;8;;g_3_4IteOKsA;europe;euroleague
1677787200;02.03.2023-21:00;Partizan;Alba Berlin;20;22;35;11;;19;25;9;21;;g_3_6o3Qw0sc;europe;euroleague
1677783600;02.03.2023-20:00;Panathinaikos;Anadolu Efes;21;19;14;28;;18;25;21;23;;g_3_QXU3MbCM;europe;euroleague
1677780000;02.03.2023-19:00;Barcelona;Zalgiris Kaunas;19;27;31;16;;17;19;18;20;;g_3_nsWaNvcG;europe;euroleague
1677780000;02.03.2023-19:00;Bayern;Crvena zvezda;19;22;11;35;;23;15;18;24;;g_3_f7Z7LIRS;europe;euroleague
1677267900;24.02.2023-20:45;Barcelona;Monaco;24;26;15;15;;18;21;18;13;;g_3_6XNiP0S3;europe;euroleague
1677267000;24.02.2023-20:30;Valencia;Olympiacos;25;20;13;27;;15;20;30;27;;g_3_YJPqRMci;europe;euroleague
1677267000;24.02.2023-20:30;Virtus Bologna;Baskonia;16;28;24;20;;19;22;21;21;;g_3_CAOmQtDc;europe;euroleague
1677265200;24.02.2023-20:00;Lyon-Villeurbanne;Anadolu Efes;18;31;12;28;;23;22;27;18;;g_3_d2t12wLj;europe;euroleague
1677261600;24.02.2023-19:00;Crvena zvezda;Alba Berlin;25;19;17;11;;15;24;21;27;;g_3_IBsc3J5p;europe;euroleague
1677182400;23.02.2023-21:00;Partizan;Fenerbahce;22;24;23;25;;22;25;21;29;;g_3_nTjR8urN;europe;euroleague
1677181500;23.02.2023-20:45;Real Madrid;Zalgiris Kaunas;22;31;23;20;;24;14;14;17;;g_3_0WfV7acT;europe;euroleague
1677180600;23.02.2023-20:30;Olimpia Milano;Panathinaikos;20;20;24;14;;21;18;21;16;;g_3_441M9LSG;europe;euroleague
1677179100;23.02.2023-20:05;Maccabi Tel Aviv;Bayern;18;21;22;29;;18;26;23;15;;g_3_QD2IA1DA;europe;euroleague
1676055600;10.02.2023-20:00;Panathinaikos;Valencia;26;23;19;23;;21;21;27;23;;g_3_Im3EBsb4;europe;euroleague
1676052000;10.02.2023-19:00;Monaco;Lyon-Villeurbanne;28;22;17;20;;21;19;23;12;;g_3_rVA1EqEo;europe;euroleague
1676052000;10.02.2023-19:00;Zalgiris Kaunas;Baskonia;20;18;23;18;;18;24;18;15;;g_3_dYE5D3Ti;europe;euroleague
1675971000;09.02.2023-20:30;Bayern;Partizan;19;14;12;26;;19;20;21;22;;g_3_zR4o88iC;europe;euroleague
1675971000;09.02.2023-20:30;Virtus Bologna;Barcelona;17;10;12;36;;22;25;27;18;;g_3_h2aj7S6I;europe;euroleague
1675969500;09.02.2023-20:05;Maccabi Tel Aviv;Crvena zvezda;18;16;21;31;;18;26;25;20;;g_3_dz6s9lx6;europe;euroleague
1675882800;08.02.2023-20:00;Alba Berlin;Olympiacos;13;22;10;15;;28;17;28;20;;g_3_2D6wAUMa;europe;euroleague
1675454400;03.02.2023-21:00;Lyon-Villeurbanne;Virtus Bologna;14;23;11;16;;21;18;16;22;;g_3_UNEQCWxs;europe;euroleague
1675452600;03.02.2023-20:30;Baskonia;Panathinaikos;21;31;24;19;;23;15;27;25;;g_3_8EDUBjhm;europe;euroleague
1675450800;03.02.2023-20:00;Olympiacos;Anadolu Efes;22;19;18;17;;13;18;21;18;;g_3_xWMbHCUP;europe;euroleague
1675447200;03.02.2023-19:00;Monaco;Real Madrid;20;26;25;20;;24;26;20;25;;g_3_dzpCg9xJ;europe;euroleague
1675447200;03.02.2023-19:00;Zalgiris Kaunas;Partizan;15;15;24;20;;26;21;14;27;;g_3_buOfIhFJ;europe;euroleague
1675446300;03.02.2023-18:45;Fenerbahce;Alba Berlin;31;26;24;20;;27;20;14;25;;g_3_rXu8fkNC;europe;euroleague
1675366200;02.02.2023-20:30;Barcelona;Bayern;21;13;17;21;;14;19;14;23;;g_3_rcB3ciwf;europe;euroleague
1675366200;02.02.2023-20:30;Olimpia Milano;Crvena zvezda;22;23;14;15;;18;14;17;19;;g_3_AJs0dBh0;europe;euroleague
1675366200;02.02.2023-20:30;Valencia;Maccabi Tel Aviv;28;27;23;15;;24;21;34;15;;g_3_lAt4eV76;europe;euroleague
1675280700;01.02.2023-20:45;Real Madrid;Panathinaikos;26;22;20;15;;14;16;27;11;;g_3_46CabXNm;europe;euroleague
1675278000;01.02.2023-20:00;Alba Berlin;Monaco;24;12;18;30;;22;29;22;29;;g_3_AqDeaD8s;europe;euroleague
1675272600;01.02.2023-18:30;Anadolu Efes;Zalgiris Kaunas;16;22;17;25;;16;12;21;21;;g_3_YNLT3g0Q;europe;euroleague
1675195200;31.01.2023-21:00;Virtus Bologna;Crvena zvezda;30;18;22;14;;14;21;16;21;;g_3_jaWO4ZpK;europe;euroleague
1675193400;31.01.2023-20:30;Barcelona;Maccabi Tel Aviv;20;21;21;21;;15;22;30;11;;g_3_2wjUrhO0;europe;euroleague
1675193400;31.01.2023-20:30;Partizan;Lyon-Villeurbanne;25;25;26;16;;16;20;15;20;;g_3_OhvwsWhD;europe;euroleague
1675193400;31.01.2023-20:30;Valencia;Bayern;16;17;28;21;;14;18;24;17;;g_3_C8XK5FVD;europe;euroleague
1675188000;31.01.2023-19:00;Olimpia Milano;Baskonia;18;22;22;27;;17;17;26;23;;g_3_p2uZsCw7;europe;euroleague
1675187100;31.01.2023-18:45;Fenerbahce;Olympiacos;10;20;21;22;;24;27;26;16;;g_3_j3nQqY8f;europe;euroleague
